Semantics,Syntax,Semantic_classes_of_nouns,Pejorative,Chained,Associated_verbs,Left_context,Center,Right_context,Full_context,Author,Created,Publ_year,Left_context_tags,Right_context_tags,Verb_tags,Left_context_tags_norm,Right_context_tags_norm
Paragon,Nom verb-governed,Concrete,yes,no,быть, И барки эти тоже ― ну , гробы ,гробами…  , И барки эти тоже ― ну гробы гробами…  ,Алексей Иванов ,2007 , ,"[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('ADJF,Apro,Subx,Anph plur,nomn'), OpencorporaTag('ADVB'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc plur,ablt')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF,Apro,Subx,Anph inan,masc,sing,accs'), OpencorporaTag('ADVB'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc sing,nomn')]"
Paragon,Nom verb-governed,Concrete,no,no,расти," не потому, что растут деньги, ― ", деньги ,"деньгами, ― но потому, что все "," И не потому, что растут деньги, ― деньги деньгами, ― но потому, что все это ― дело рук твоих; потому, что видишь, как ты всему причина и творец всего, и от тебя, как от какого-нибудь мага, сыплется изобильем добро на все.  ",Н. В. Гоголь ,1842 ,1978 ,"[OpencorporaTag('PRCL'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('NOUN,inan,femn sing,gent')]","[OpencorporaTag('NOUN,inan,femn plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro plur,nomn')]","[OpencorporaTag('VERB,impf,tran sing,impr,excl')]","[OpencorporaTag('PRCL'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,impf,tran sing,impr,excl'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs')]"
Paragon,Nom verb-governed,Concrete,no,yes,быть,  Все наособицу: , дома ,"домами, колодцы колодцами, бани банями "," Все наособицу: дома домами, колодцы колодцами, бани банями ― на задах, у черта на куличках.  ",Федор Абрамов ,1967 ,1978 ,"[OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('NOUN,inan,femn sing,accs')]","[OpencorporaTag('NOUN,inan,masc plur,ablt'), OpencorporaTag('NOUN,inan,masc plur,nomn'), OpencorporaTag('NOUN,inan,masc plur,ablt'), OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('NOUN,inan,femn plur,ablt')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('ADJF,Apro inan,masc,sing,accs'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]"
Extreme,Nom verb-governed,Human + animals,yes,no,быть,"  ― Воспиталки тоже всякие, есть ", дуры ,"дурами, которые ниче, ходят в "," ― Воспиталки тоже всякие, есть дуры дурами, которые ниче, ходят в детдом все равно как на лесобиржу доски складывать.  ",Виктор Астафьев ,1968-1991 ,1997 ,"[OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('ADVB'), OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('INTJ')]","[OpencorporaTag('NOUN,anim,femn plur,ablt'), OpencorporaTag('ADJF,Apro,Subx,Anph plur,nomn'), OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,loct'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('PREP')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADVB'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('INTJ')]","[OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('ADJF,Apro,Subx,Anph masc,sing,nomn'), OpencorporaTag('UNKN'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('PREP')]"
Extreme,Nom verb-governed,Human + animals,yes,no,быть," носят да рядятся, а так-то ", дуры ,дурами.  ," Тем и отличаются от деревенских девок, что шляпки носят да рядятся, а так-то дуры дурами.  ",Д. Н. Мамин-Сибиряк ,1895 ,1955 ,"[OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,femn plur,ablt')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,femn sing,nomn')]"
Extreme,Nom verb-governed,Human + animals,no,no,быть," не чета деревенским мужичьим клячам, ", слоны ,слонами.  ," Сыплют им овса, задают сено без счета, без меры, зато и кони были не чета деревенским мужичьим клячам, слоны слонами.  ",П. И. Мельников-Печерский ,1871-1874 ,1976 ,"[OpencorporaTag('PRCL'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF masc,sing,ablt'), OpencorporaTag('ADJF,Poss masc,sing,ablt'), OpencorporaTag('NOUN,anim,femn plur,datv')]","[OpencorporaTag('NOUN,anim,masc plur,ablt')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('PRCL'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('ADJF,Poss masc,sing,nomn'), OpencorporaTag('NOUN,anim,femn sing,nomn')]","[OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Extreme,Ungoverned,Abstract,no,no,быть," идет кто-то, сразу собранность, страх ― ", страдания ,"страданиями, но никаких таких приключений ","  Когда ситуация вдруг становилась подозрительней, ну, идет кто-то, сразу собранность, страх ― страдания-страданиями, но никаких таких приключений чего-то не хочется.  ",Юрий Гук ,2003 ,2003 ,"[OpencorporaTag('VERB,impf,intr sing,3per,pres,indc'), OpencorporaTag('NPRO,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADVB')]","[OpencorporaTag('NOUN,inan,neut plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro plur,gent'), OpencorporaTag('ADJF,Apro plur,gent'), OpencorporaTag('NOUN,inan,neut plur,gent')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NPRO,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADVB')]","[OpencorporaTag('NOUN,inan,neut sing,accs'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro femn,sing,gent'), OpencorporaTag('ADJF,Apro femn,sing,gent'), OpencorporaTag('NOUN,inan,neut sing,nomn')]"
Paragon,Nom verb-governed,Human + animals,yes,no,быть," картинки писаные, а мои всё ", цыганята ,цыганятами…  ," Те как картинки писаные, а мои всё цыганята цыганятами…  ",А. И. Левитов ,1861 ,1977 ,"[OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('ADJF plur,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('ADJF,Apro neut,sing,nomn')]","[OpencorporaTag('NOUN,anim,masc plur,ablt')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs')]","[OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Paragon,Nom/Ins verb-governed,Concrete,no,no,стоять," Два гостя застыли!  Долго стояли, ", истуканы ,"истуканами.  Я, если б мне ","  Два гостя застыли!  Долго стояли, истуканы истуканами.  Я, если б мне не так страшно было, мог бы даже руками их потрогать.  ",Ярослав Веров ,2009 ,2009 ,"[OpencorporaTag('NUMR masc,nomn'), OpencorporaTag('NOUN,anim,masc sing,gent'), OpencorporaTag('VERB,perf,intr plur,past,indc'), OpencorporaTag('ADVB'), OpencorporaTag('VERB,impf,intr plur,past,indc')]","[OpencorporaTag('NOUN,inan,masc plur,ablt'), OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('NPRO,1per sing,datv')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NUMR masc,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('ADVB'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('NPRO,1per sing,nomn')]"
Extreme,Nom/Ins verb-governed,Human + animals,yes,no,потянуться," За нею, понятно, все потянулись ", овцы ,овцами…  ," За нею, понятно, все потянулись овцы овцами…  ",А. В. Амфитеатров ,"1903, 1927 ",2000 ,"[OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,accs'), OpencorporaTag('ADVB,Prdx'), OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('VERB,perf,intr plur,past,indc')]","[OpencorporaTag('NOUN,anim,femn plur,ablt')]","[OpencorporaTag('INFN,perf,intr')]","[OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('ADVB,Prdx'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs'), OpencorporaTag('INFN,perf,intr')]","[OpencorporaTag('NOUN,anim,femn sing,nomn')]"
Extreme,Nom/Ins verb-governed,Human + animals,yes,no,быть, два казаха в армии были ― , чурки ,"чурками, а всех обыгрывали, пока "," У нас два казаха в армии были ― чурки ― чурками, а всех обыгрывали, пока им морды не набили.  ",Дмитрий Каралис ,1999 ,1999 ,"[OpencorporaTag('NUMR masc,nomn'), OpencorporaTag('NOUN,anim,masc sing,gent'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('VERB,impf,intr plur,past,indc')]","[OpencorporaTag('NOUN,inan,femn plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro plur,gent'), OpencorporaTag('VERB,impf,tran plur,past,indc'), OpencorporaTag('ADVB')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NUMR masc,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADVB')]"
Extreme,Ungoverned,Human + animals,yes,no,, , дуры ,"дурами ― ни встать, ни сесть ","дуры  дурами ― ни встать, ни сесть не умеют, а чтоб с хорошими людьми беседу вести, про то и думать нечего.  ",П. И. Мельников-Печерский ,1875-1881 ,1976 ,[],"[OpencorporaTag('NOUN,anim,femn plur,ablt'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,intr')]",[],[],"[OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,intr')]"
Extreme,Ungoverned,Human + animals,no,no,," срубы, и хоть бы что — ", молодцы ,молодцами!»  ," «Вот, тринадцать лет невылазно населяли утопленные в земле срубы, и хоть бы что — молодцы молодцами!»  ",Ю. М. Нагибин ,1972-1979 ,1985 ,"[OpencorporaTag('NOUN,inan,masc plur,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,masc plur,ablt')]",[],"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Extreme,Ungoverned,Concrete,no,no,,"   Не знаю, почему ", мурашки ,"мурашками по спине, но мне ","  Не знаю, почему мурашки-мурашками по спине, но мне понравилось, что бандит назвал меня по профессии.  ",К. С. Петров-Водкин ,1932 ,1970 ,"[OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,tran sing,1per,pres,indc'), OpencorporaTag('ADVB,Ques')]","[OpencorporaTag('NOUN,anim,femn plur,ablt'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn sing,datv'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,datv')]",[],"[OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADVB,Ques')]","[OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,gent'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,nomn')]"
Topic change,Ungoverned,Abstract,no,no,,"  Иными словами, ", авантюры ,"авантюрами, а о крепких тылах "," Иными словами, авантюры авантюрами, а о крепких тылах не забывайте и ни в коем случае их, тылов, не обижайте.  ", ,2002 ,2002.06.04 ,"[OpencorporaTag('ADJF,Apro plur,ablt'), OpencorporaTag('NOUN,inan,neut plur,ablt')]","[OpencorporaTag('NOUN,inan,femn plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Qual plur,gent'), OpencorporaTag('NOUN,inan,masc plur,loct')]",[],"[OpencorporaTag('ADJF,Apro femn,sing,gent'), OpencorporaTag('NOUN,inan,neut sing,nomn')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn')]"
Topic change,Ungoverned,Human + animals,no,yes,," блок агрессоров ― военным блоком, а ", агрессоры ,агрессорами.  ," Война так и осталась войной, военный блок агрессоров ― военным блоком, а агрессоры ― агрессорами.  ",И. В. Сталин ,1939 ,1939 ,"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc plur,gent'), OpencorporaTag('NOUN,anim,masc sing,ablt'), OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,masc plur,ablt')]",[],"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Topic change,Ungoverned,Human + animals,no,yes,," баптисты остаются баптистами, пятидесятники ― пятидесятниками, ", адвентисты ,адвентистами и т. д.  ," Нет, баптисты остаются баптистами, пятидесятники ― пятидесятниками, адвентисты ― адвентистами и т. д.  ",Э. Филимонов ,1984 ,1984 ,"[OpencorporaTag('NOUN,anim,masc plur,nomn'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('NOUN,anim,masc plur,ablt'), OpencorporaTag('NOUN,anim,masc plur,nomn'), OpencorporaTag('NOUN,anim,masc plur,ablt')]","[OpencorporaTag('NOUN,anim,masc plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,masc,Fixd,Abbr sing,nomn'), OpencorporaTag('ADVB Abbr')]",[],"[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn')]","[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro,Subx,Anph neut,sing,loct'), OpencorporaTag('ADVB')]"
Topic change,Ungoverned,Human + animals,no,no,,   , Аналитики ,"аналитиками, но нельзя не видеть ","  Аналитики аналитиками, но нельзя не видеть очевидное.  ", ,2003 ,2003 ,[],"[OpencorporaTag('NOUN,anim,masc plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('PRED,pres'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,tran')]",[],[],"[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PRED,pres'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,tran')]"
Topic change,Ungoverned,Human + animals,no,no,, Селима его любимого красного вина.  , Анархисты ,"анархистами, а пить не умеют "," Наискосок краснела лужа рвоты ― кто-то хорошо попил у Селима его любимого красного вина.  Анархисты анархистами, а пить не умеют.  Как ни странно, около участка не было никакой стражи.  ",Дмитрий Быков ,2002 ,2003 ,"[OpencorporaTag('PRTS,impf,pres,pssv femn,sing'), OpencorporaTag('NPRO,masc,3per,Anph sing,accs'), OpencorporaTag('ADJF,Subx,Qual masc,sing,gent'), OpencorporaTag('ADJF,Qual masc,sing,gent'), OpencorporaTag('NOUN,inan,neut sing,gent')]","[OpencorporaTag('NOUN,anim,masc plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc')]",[],"[OpencorporaTag('INFN,impf,tran'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('ADJF,Subx,Qual masc,sing,nomn'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn')]","[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,intr')]"
